time_of_review,timestamp,product_id,product_name,summary,review,bin_sentiment
2020-12-23 04:03:02,1608696182,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",Does exactly what it's supposed to.,"I ordered one of these for my MS Surface Pro. It fits perfectly, and keeps it secure on my way to and from work.",1.0
2020-12-23 04:17:15,1608697035,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",Perfect Fit for Surface 2,"Well constructed and fits the surface 2 (that's the RT version, which is awesome too, by the way!) like a glove.  The flop has a light magnetic closure in it, so when you feel the &#34;click&#34; you know it's secure.Very pleased with the quality of this for the price.  There is also just enough room for my stylus to fit  as well.  I read this is an issue for Surface Pro tablets, but it's not an issue for RT's.",1.0
2020-12-23 04:47:39,1608698859,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,I am not impressed.,"I like the idea of a wireless connection to mirror the screen on my Samsung phone to my TV screen. Connecting the hardware was extremely simple. The instructions for updating the firmware could be more detailed. I did succeed on my second try. Making a wireless connection between my phone and the TV was also easy. However, there seems to be a buffering problem while viewing videos. I tried approximately 20 different videos, and they all played perfectly well for the first 60 to 90 seconds. Then, the image would start skipping for several seconds -- eventually going back to a good image. I tried videos of different resolution and different lengths. The problems persisted. This device appears to be in a beta stage and not ready for broad distribution. I cannot recommend this device to anyone at any price. My phone is a Samsung Galaxy Note 3 with the mirroring ability built in.",0.0
2020-12-23 04:55:15,1608699315,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,Worked fine w/Kindle HDX,Bought this to stream HD to my big screen from my Fire HDX.  The instructions were clear and setup was easy.  Picture looks great!  Only issue is that it seems to lose it's IP (using DHCP) and that's likely due to the router renewing IPs periodically and the unit not automatically re-initializing.  You'll have to power it off then back on if that happens.  If that issue gets corrected in newer models it would for sure rate 5 stars.  I run mine through a power strip with an on/off switch so it's not that big of a deal.,1.0
2020-12-23 05:26:43,1608701203,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",Great Case - If you do not need to carry the charger,"This case is well made.  My Surface is smug and well protected.  However, that is all it will hold.  If your Surface is like mine, you will need your charger everyday.  This case will not hold the Surface and the charger neatly or safely.",1.0
2020-12-23 05:29:01,1608701341,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Appears quite sturdy and I expect a long service life,"Just the right size for carrying two Canon EOS-M bodies, 4 lenses and a EOS lens adapter, plus charger & extra batteries. Appears quite sturdy and I expect a long service life.",1.0
2020-12-23 05:32:59,1608701579,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),"Not ""large"" but still great.","""Large Gadget Bag""That's the name of this thing: Large Gadget Bag.  In my humble opinion, that's a misnomer.  This item should be called ""Small Camera Bag"" as it is *perfect* for smaller DSLR-M/APS-C cameras.I have a Sony NEX-5n, but a Nikon 1 V1/J1 or an Olympus E-PL3/PL5 would be equally happy in this bag.Now... what have I been able to jam into this bag at the same time?- Sony NEX-5n base camera with standard 18-55mm lens attached- Sony NEX wide-angle lens- Sony fisheye adapter- Sony NEX 55-210 telephoto lens- spare battery and charger- 2 (two) Moleskine notebooks + pens- iPhone 5- a PowerBar (Banana flavor)- USB cable- HDMI cable- lens cloth...and I could put a few extra little bits in as well, like a box of Tic-Tacs, spare change, a Cliff Bar, etc.Now, I'm not much of a fan of the tripod straps on the bottom of the bag. Yes, it works for smaller tripods (see their supplied pic) but the thing swings around a lot.  This means that the tripod smacks against you and will eventually come loose... well, it did for me.  But this is a minor issue and not even worth knocking off a star.  That's my only complaint.I'm a fan of this little bag and am surprised by how well it fits my needs.Maybe I'll use the tripod straps to hold a water bottle...",1.0
2020-12-23 06:15:43,1608704143,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,Limited compatibiligy,"Worked:Galaxy S4 phoneDell Vanue 8 tabletLenovo X1 carbonDidn't work - connection error, timeout, black screenLenovo W530Lenovo T420Dell XPS 12Note - these are all certified to work and meet all the prerequsites. Installed latest drivers and firmware as of Jan 2014.When it worked, latency was pleasantly low, making use of a touch screen reasonable. Quality was great for web and photos. Not quite good enough for youtube, lots of stuttering.Don't expect too much - looks and feels like the technology is still under development.",0.0
2020-12-23 06:31:09,1608705069,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),GOod product!,Excellente bag for camera and accessories. It is made of strong and durable material. Even inside it is lined with scratch fabrics allowing the camera excellent product is not damaged.,1.0
2020-12-23 07:18:41,1608707921,B00728ZB8O,Panasonic Lumix TS4 12.1 TOUGH Waterproof Digital Camera with 4.6x Optical Zoom (Silver),Pleasantly Surprised,"I didn't need this camera.  I have an Olympus XZ-1 and a Lumix DMC-FZ200, but on a recent vacation overseas I thought ""How cool would it be to take advantage of geo-taging?""  Well, this was the answer.  The GPS on this unit was the best reviewed, and I was not disappointed.  Additionally the function that shows the compass direction of the shot.  I am generally pleased by the photo quality.  Flash photos are good and color on outdoor shots is nice as well.  The build qulaity of the camera is solid and the controls are good.  I didn't have any trouble navigating the menus.  I think you might be well served to consider a wireless SD card (pricey) because the battery compartment door must be opened to access the SD Card or the USB port.",1.0
2020-12-23 07:46:54,1608709614,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Great small camera,"This camera is the perfect size to throw in a purse and take for dinner or a night out but it is very finicky on lighting.  The pictures are often over exposed if the flash is needed and generally struggles in low light.  If you can get the lighting right, the pictures are great.  I love the video capacity, it has a fairly good sound quality and is a quick switch from picture mode to capture the moment!",1.0
2020-12-23 08:39:32,1608712772,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,This charger actually works for my Note 10.1!,"I am pleased to report that this charger not only works, it is much faster than some of the other chargers I bought.Like other comments, I was looking for a longer cable. I wanted to be able to actually use the tanlet while it charged also. I had purchased an &#34;OEM&#34; charger, it even said samsung on it. The charger had a longer cord-it worked , but would take 9hrs or more to charge the tablet fully from 12% to full.This charger fully charges the tablet from 10-15% to full in a couple hours at most. It takes a little longer if you are using it at the same time,  but this is the best option that I have found.Time will tell how well it holds up, but so far the quality seems to be pretty good.Mark",1.0
2020-12-23 08:41:59,1608712919,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),"Nice bag, great price","OK, I got this through the Vine program, so for me, ""free"" was the best price.  However, the $24.99 that this is going for right now is still a great price.  Especially since this is so well built.  This is called a ""gadget"" bag, but it's really a DSLR camera bag.  This is great for your camera, your lenses, various batteries, a small tablet (like a Kindle) and probably a bunch of other stuff, but I ran out of camera things.  If you take the cushions out and leave it somewhere, you'll find that an 11 lb cat will fit in it, though he can't lay down.  But he will try.Once you chase the cat out, if you don't want to put in a DLSR, you can fit a Kindle Paperwhite with a case, a Samsung Galaxy Tab 2 7 in a Quorky case, an Elph camera with a case, a Limeade Blaset 18000 mah with case, an EasyAcc 12000mah power bank (without a case, though I'm sure if it's not too big, you can include it), various charging plugs, a screen wipe, and a small thing of lotion.  If you take the internal cushioned separators out, you can putGrumpy Cat: A Grumpy Book, a small bag of jerky, and a candy bar.  That's not even including the stuff you can put in the two side pockets and the front pocket.All silliness aside, this is really well built.  The stitching is tight, the zippers run smooth, the sides are cushioned really well, and the things that are for separating your lenses and stuff are also good cushions.  This is small enough to shove under the airplane seat in front of you, even if you're flying cattle class, yet as long as the person in front doesn't lean back, you can pull it back out again to get your stuff while the plane is flying.This is not TSA friendly, though.  If you have a lot of batteries or things with batteries in there, either take them out and put them in the plastic bins, or resign yourself to a pat down.  (There is lead in batteries, and x-rays don't go through lead.  TSA people get weird about this - FYI.)This is very nice, looks professional, and is well built.",1.0
2020-12-23 08:49:46,1608713386,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),camera,bought this as a gift for christmas and haven't seen pictures from it yet.  I know lots were taken so soon I hope to receive them which will give me a better idea as to the value.,1.0
2020-12-23 09:10:30,1608714630,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Great small camera.,"Good small camera for a small price. Easy to carry and the preview screen is good in most light conditions. The picture area in wide angle is great. It will capture a high church facade while you are standing close to it. The zoom is very good too.We used it for a week taking about 50 pictures, and it did not need to be recharged. I added a 64 GB SD card (not included with the camera). It could have been a much smaller SD card but I got confused as I ordered it and got the big one by mistake. I will probably never have to dump the pictures from it.",1.0
2020-12-23 09:14:31,1608714871,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Huge disappointment,"Switched to this camera after killing my Canon HS310 when a sudden squall in Panama soaked it.What most pisses me off with the 6300 is the lousy contrast performance. 80% of my subjects are in bright daylight and the Canon dealt with them much better than this camera.I just bought a Powershot SX260 so we'll see how their new one works outLike: Big zoomSizeDislike:  Lousy performance in even medium contrast situations - blows out highlightsSelf-timer requires it to be reset after every shot. Used a lot for low-light and self shots.Slow! transfer to card, even with Class 10 cardShot to shot is slowColors way off in low-lightPrice should be lower for qualityCan't turn off flash in Auto mode",0.0
2020-12-23 09:28:43,1608715723,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",Great product for my Surface tablet.,"Bought this to protect my new Surface tablet. Very nice product for the money. I like the fact that I can charge it while it is in the case. Slimline construction, not bulky or cumbersome.",1.0
2020-12-23 09:49:17,1608716957,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Impressive,"The quality is good, I semi wish there was an easy way to make the file sizes smaller. I'll just buy a bigger hard drive. I don't get to take pictures as much as I used to but this comes in handy until I buy an SLR.The HD is excellent. The zoom is even better.",1.0
2020-12-23 09:55:44,1608717344,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,"Promising technology, but definitely not there yet!","Windows 8.1 experience=======================I first tried it with a Dell Venue Pro 8, running Windows 8.1. I made sure that all windows updates including drivers and the latest Dell BIOS A04 was installed.After reading the article ""Windows 8.1 on your big screen with Miracast"", I couldn't wait to try it. I mean Microsoft teamed up with Netgear to get Miracast working, so it had to be close to perfect! Right? Wrong!NOTE: Just Google ""Windows 8.1 on your big screen with Miracast"" to see the article, which will be dated Nov 12th 2013.I was able to connect into setup mode very easily. I was also able to connect with Miracast once, and then never again!On a side note, if you check out the Dell Mobile Devices Forum for the thread ""Problems with Dell Venue 8 Pro and Miracast"", you'll hear many users are having same problem. Dell's stance is simply give us time, this is new stuff. LOL. What about the consumer, their window to return and warranty period ticking away.I also tried the Dell Venue Pro 11. It connected perfectly the first time, and then never again.Android v4.3 experience=======================My 2nd test was with a Samsung Galaxy Note 10.1 2014 Edition at a different location. Connecting was hit and miss, and once connected there was a lot of stuttering and unstable connection messages which lead to disconnecting.I tried resetting it several times, with no luck. I was only able to get into setup mode once!Other notes============As recommended by numerous people I made sure that firmware v2.4.26 was installed.With either the above devices, distance didn't have any effect because my tests were line of site within a few feet. And yes, I made sure the PTV3000 was aimed at the transmitting device.Since I have proven that the connection issues are independent from the transmitting device, I have returned the PTV for not working as advertised.",0.0
2020-12-23 10:08:48,1608718128,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",anti glare,So glad that I got the anti-fingerprint cover. Helps to keep cover looking great. Thank you so very much. Lisa,1.0
2020-12-23 10:13:36,1608718416,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,Not able to get working with Toshiba laptop,Sigh.  I've spent over 1.5 hours and not able to get working yet.  Will keep trying and update review if I succeed!,0.0
2020-12-23 10:30:13,1608719413,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Good Deal for the money.,"The pictures that came out nicely, came out really nice.  I did run into a few situations where it would go on a bad streak, but it was rare.  Did an exceptional job in ultra-low light situations.",1.0
2020-12-23 10:41:33,1608720093,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,Works perfectly,I purchased this device so that I could mirror my NETFLIX and AMAZON PRIME videos on my big screen TV using my KINDLE HDX The device was simple to set up and works perfectly! Do yourself a big favor and get this device if you are tired of squinting at a 7 inch screen to watch your videos on the KINDLE HDX.,1.0
2020-12-23 10:47:38,1608720458,B00728ZB8O,Panasonic Lumix TS4 12.1 TOUGH Waterproof Digital Camera with 4.6x Optical Zoom (Silver),Great Camera,"I used my camera for the first time in the water while on vacation. It took remarkable pics and stayed safe and dry.  It takes wonderful panoramic pics, night pics, close-ups. etc.  A great buy!",1.0
2020-12-23 10:58:57,1608721137,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Nice solid starter case,"I was really impressed with this case, I've certainly had higher quality cases with more features, but this is a very decent case for such a reasonable price, those other cases costing considerably more. The size is not huge, but sufficient for an amateur with just a DSLR and a few lenses, flash, and accessories. You have nice roomy side and front pockets for all your other accessories, extra batteries and cards. If you are looking for a nice case on a budget, this is a nice choice.",1.0
2020-12-23 11:07:19,1608721639,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,Does not work well with the Dell Venue 8 Pro,"I've invested many hours downloading latest SW and experimenting with various connection sequences, reboots, etc. and have yet to find a combination that is reliable. The major problem: inability to establish a connection from the Venue through the Push2TV. Also, after 1/2 to 1 hours of use in a connection, the Venue seems to lock up requiring a power cycle to recover. Please keep in mind that these issues may (or may not?) be with the Venue itself and not the Push2V at all. I'm just posting this so that Dell Venue 8 Pro owners have a heads up regarding potential issues. If any of you out there have found a solidly working combination of firmware and software versions, I would certainly love to hear about it.",0.0
2020-12-23 11:32:22,1608723142,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",good,These get the job done and are pretty easy to put on. Not to mention cheap. As soon as you touch them though your fingerprints are very noticeable,1.0
2020-12-23 11:34:14,1608723254,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",Not a great fit.,"It is a very nicely made product and I only wished it was a good fit for the Surface Pro 2.  But it isn't.  My Surface Pro 2 with type cover keyboard attached did slide in and was snug but the flap did not ""latch"" with its magnetic closure and just flopped around.  Disappointing.",0.0
2020-12-23 11:39:24,1608723564,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,Glad I purchased it Good Price,"This is a nice power cord for my Galaxy Note 10.1 tablet.  Long cord great price.  Though I like having the type that has the USB connection so I can link to the computer with it, I'm still quite happy with this power cord.",1.0
2020-12-23 12:12:51,1608725571,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Roomy,"Very pleased with this Gadget Bag.  It stores and protects my dslr, a couple of lenses, tablet, and many camera related items.  The quality is more than adequate.",1.0
2020-12-23 12:17:30,1608725850,B00728ZB8O,Panasonic Lumix TS4 12.1 TOUGH Waterproof Digital Camera with 4.6x Optical Zoom (Silver),Great camera.,"It's a great camera, I use it in swimming pool. Has a good flash, great Smart auto, Video recording is great with Mp4 and MTS formats choice. Manual control is pretty good reaching upto 60s exposure, I didn't find the turn on speed to be that fast but wasn't expecting it to be that fast, Focus speed is not that fast either but not that slow either, I love that it has it has separate recording button. Battery life seems bit less, It dies in three days (or 5-7hr continuos).Update.Sometimes when I take picture it gives write error and then I can't see that pic (it gives error) and can't delete directly, have to delete it through computer.Gps takes lot of time to search and keeps the same location for atleast hours (if not forever unless refreshed).I took it for diving and around 9 meter screen started to have water in it. Water went away very fast though on the surface. At 12m (or maybe 15m) i couldn't press record button, could be because of water pressure.I have taken it below 12m, didn't do any permanent damage.",1.0
2020-12-23 12:20:20,1608726020,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Great case for Professional DSLR's + 2 lens.,"For the price you will be very hard pressed to find a better photography bag, My wife who is a nikon shooter usually caries around 2 different cameras a d7000 and a d610. Either of them can fit in this bag with 2 lens and I have even seen her fit in both.Why buy this bag:THE PRICE! Seriously its hard to find a comparable SLR bag for less then 100$The bag has a lot of roomThe bag fairly well protected. (the dividers are good I would not use this bag for hiking but in city its great!)The multiple pockets and straps make the functionality and storage great!Cons:None I can think of by far the best bag under 75$ and its way under that.I am amazed at the quality and price of this bag and would recommend it to anyone on a budget and to most who are not. (If you are running with 10k+ in products you may need a bigger bag)",1.0
2020-12-23 12:45:34,1608727534,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Very Nice Camera for Conditions That Aren't Too Dusty.,"Love the camera overall - excellent photo quality and features. I replaced my old Nikon 4300 with this - it's a fraction of the size and weight. My only complaint is that I've had to send it in for service due to dust interfering with the lens extension / bellows assembly. Never had that happen with the 4300, but likely a common problem with all the new tiny cameras.",1.0
2020-12-23 12:47:42,1608727662,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),VERY well made; smart design...,"I own a DSLR backpack as well a DSLR sling (this one from Case Logic, which has been and remains my all-around favorite:Case Logic CPL-107GY Camera Sling for DSLR, Gray), but I also wanted a shoulder bag I could ""grab and go"" for short excursions.  When the chance to get this Amazon Basics version came up via the Vine program, I decided to get it to give it a test run.  I am really pleased with this bag overall, and I think the current price offering of $25 (as of this writing) makes it a great deal.The two side pockets are great for storing things you want to get fast access to, or for dropping in your lens cap.  They both can be zipped shut with top zippers that can be quickly utilized.  The top cover not only buckles securely at the front, but also grabs the top of the bag with Velcro.  It acts as a protective overlay across the top of the bag that provides extra protection against water damage from rain, etc.The front pocket has a zipper mesh lining, which is on the inside of the front of this pocket.  I use it to store extra SD cards within a case I have for them.  It also has a place to insert a couple of pens, and an open pocket against the back side of this pocket. The top of the case zips shut, and has yet another mesh pocket underneath.  This top cover is also thickly padded, as is the bottom and the sides of the bag.There are four adjustable dividers within the main compartment of the bag, which allows for flexibility of how you configure the interior.  Keep in mind that even though this bag is touted as a ""large,"" if you own a full-size DSLR your configuration choices will be limited, depending on which lens you have attached (if any).  Since I want this bag to be a ""grab-and-go"", I want keep my primary lens attached, which is a Canon EF24-105mm IS lens on a Canon 6D body.  I found my choices are very limited in how to position the camera within the bag due to its size (see my uploaded photos for reference).The slot the bag has to carry your iPad Mini, Nexus 7, or Kindle Fire is exactly that....a slot.  I am able to fit in my Kindle Fire 8.9"" HD, but just barely, which you can also see in the photos I uploaded.  It slightly sticks up at the top, but it's better than not having this capability at all, I suppose.Overall, though, I do recommend the bag consider it very high quality construction and its price. I hope the review and the photos help you in your purchasing decision, and if you have any questions please feel free to ask and I will do my best to answer.  Thanks for reading!",1.0
2020-12-23 12:57:57,1608728277,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,Terrible for it's advertised purpose,"As with most devices of this kind, the Wi-di capabilities are horrible (cuts out frequently, huge lag). I can't say anything about miracast.If you're sole purpose for this device is Wi-di, I recomend the Netgear NeoTV Max. It certainly isn't a replacement for a home streamer, but the Wi-di ability on it is better than any other device I've tried.",0.0
2020-12-23 13:12:26,1608729146,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Camera bag,"For the money this bag cant be beat. With that being said, if you have more money, there are better bags out there. I personally chose this bag because I fell Amazon Basic products are always going to be a great value. The stitching, and weight of the bag are excellent. The fit for my Sony A65 is not perfect, but if I wanted a perfect fit I would have ordered the bag made just for it. This bag gives you an unbelievable amount of room, and should last a lot of years. If your looking for value, anything with the amazon name on it will be just that!",1.0
2020-12-23 13:16:16,1608729376,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",Good value works well with Surface Pro.,Looks great does work with RT Pro even with a keyboard. Wish it had a side pocket otherwise great value.,1.0
2020-12-23 13:24:25,1608729865,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,It sits there unused because of the useless resolution,"When my Windows 8.1 PC connects to the NETGEAR Push2TV Wireless Display Adapter it causes Windows to change to a resolution which is unusable by practically every app I tried to run making the device next to useless for my needs.  All the options to change the Windows resolution back to the higher resolutions were grayed out while connected to the NETGEAR Push2TV Wireless Display Adapter.  Very disappointing, it held such promise.",0.0
2020-12-23 13:38:33,1608730713,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,Did not work with 3 different Windows 8.1 Miracast-certified devices,It's no wonder Chromecast is selling like crazy. Half the price of any Miracast device and it just works. I tried this unit with my 3 Windows 8.1 devices and none of them work. They are all modern gen (Haswell) devices and certified by Intel to have Miracast. I jumped through all the hoops - firmware and driver updates - and it does not work. Avoid this for the time being and hopefully someone will figure out a good Chromecast alternative for native Windows support.,0.0
2020-12-23 13:56:41,1608731801,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Exellent little camera,"This is a great light weight camera. You have to fiddle with the settings a bit to get the best possible image in every situation, but I have made photos of fast moving objects, skylines in the night, fireworks, close-ups, and they all came out very well. I have used these pictures for websites, powerpoint presentations, and printed them and found no complaints about the quality. I wish it had come with a separate charger and a replacement battery, but for the price it was okay, and you can get both for a small price, for example from eForce city. The color is a lovely blue (definitly not purple, I think the people who wrote that got the wrong camera). Would buy again.",1.0
2020-12-23 14:06:11,1608732371,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),"Great bag, decent size, terrible strap","I've been using this bag for a few months now, and use it to carry my Canon Powershot SX50 camera (and the SX40 before that.) It's well made, and the detachable velcro compartment separators work great. I also carry a tablet, several spare batteries, a table-top tripod, and a 'travel' tripod, as well as a remote shutter release and extension cable. It fits all of this stuff easily, and I'm also able to stuff a light jacket in as well, so I'm covered if it gets cool out.What I don't like about this bag is the shoulder strap and the tripod straps. The tripod straps are simply too small, even for my travel tripod, which requires me to place 2 of the 3 legs into the straps, and then I have to use an additional velcro strap that I added to one of the tripod's legs in order to keep the 3rd leg secured. The pad on the shoulder strap is curved, which at first seemed like a good idea, however after a couple of months of usage, it's become apparent that it was actually a bad idea. The reason I say it was a bad idea is because it is causing the strap to 'bunch up' within the pad, right where the curve is, which is now causing the strap to put more pressure on a smaller section of my shoulder as opposed to distributing the weight evenly across the pad. On top of that, the nylon clips on the strap squeak like nobody's business (my wife has actually taken to calling me ""Squeaky"" because of the noise it makes.) In any case, I ordered a new strap that has a straight pad on it and metal clips, so I'm hoping that will alleviate both the squeaking and the way the strap bunches up within the pad. If it weren't for the shoulder strap and the way-too-short tripod straps, this bag could have easily earned a 5 star rating from me, but I had to knock a star off because of those issues.Pros - Decently sized bag, with good padding and internal velcro compartment dividers that can be rearranged to suit the equipment you're carrying. A padded pocket inside, that is useful for carrying a small tablet. Lots of pockets and compartments to hold your additional memory cards, cables and other accessories.Cons - Curve in the shoulder strap's pad causes the strap to 'bunch up' within the pad after some usage. The nylon clips used to attach the strap to the bag are very noisy, and the squeak has not gotten any better after several months of use (in fact, it gets worse if you add more weight to the bag.) Straps for tripod are way too short, and are actually better suited to a monopod.Edit on May 3, 2014 - I purchased a new strap to replace the one that came with this bag. The strap I purchased isClip On Travel Strap, which has metal clips (so there is no longer any squeaking), and the shoulder pad is sewn into the strap, so it doesn't slide around nor does it bunch up anywhere, since it doesn't have a bend in it. I also purchased some velcro strapsVelcro Velstrap Cinch Straps, 18 x 1 Inches, Black, 2 Pack (90107)that I worked into the tripod strap clips, and now use those to secure my tripod. These work much better than the tripod straps that are already on the bag, if you're using a full size tripod that won't fit into the existing straps.",1.0
2020-12-23 14:13:12,1608732792,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",Protection for screen of Kindle,"I had to wait along time for tthe screen proteters to get here, but they were effective and easy to use!",1.0
2020-12-23 14:16:30,1608732990,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",Good product,I like this case only thing which I feel is that I can not carry Surface battery in this case.,1.0
2020-12-23 14:46:18,1608734778,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,Insufficient technical information in description,"The promotional information led us to believe our Kindle could be connected to our Vizio TV. Vizio was listed one of the TV brands that can be used. A simple statement that it requires a smart TV would have been sufficient and saved a purchase and a return. Although less than a year old ours is not a smart TV.  We went through tedious trials of setting it up and being unable to download firmware as recommended. Finally we called Netgear. They did confirm what the Kindle technician told us, after checking the connections on our Kindle and talking to a supervisor,  that we had to have a smart TV with a particular chip.  Amazon was great about providing a return label and giving us a refund.",0.0
2020-12-23 14:47:12,1608734832,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",Great for Kindle and Hisense Sero Pro,"My wife has a Kindle Fire.  It works wonderful on it and the touch screen feature works just fine.  It cuts down on glare and saves the screen from my 11month old daughter's fingers.  :)  I had an extra protector so I lined it up and put it on my Hisense Sero Pro.  It covers the whole touch screen portion and the camera which is most important to me.  I do recommend it for the kindle fire and if you want to go cheap it makes a good cover for the Sero Pro, like I mentioned.  Cheers!",1.0
